year,material,region,extraction_yield,beneficiation_yield,refining_yield,sorting_yield,extraction_loss_to_sysenv_share,beneficiation_loss_to_sysenv_share,refining_loss_to_sysenv_share,sorting_reject_to_disposal_share,sorting_reject_to_sysenv_share
1949,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1950,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1951,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1952,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1953,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1954,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1955,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1956,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1957,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1958,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1959,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1960,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1961,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1962,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1963,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1964,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1965,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1966,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1967,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1968,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1969,zinc,EU27,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1970,zinc,EU27,0.0612437133425732,0.84,0.94325,0.99,0.941307576381904,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1971,zinc,EU27,0.0612437133425732,0.924,0.96875,0.99,0.942012475351374,0.6004,0.5025,0.9725,0.0275
1972,zinc,EU27,0.0612547076077071,0.924,0.96875,0.99,0.942012475351374,0.6004,0.5025,0.9725,0.0275
1973,zinc,EU27,0.0612681765509223,0.924,0.96875,0.99,0.9418547617206934,0.6004,0.5025,0.9725,0.0275
1974,zinc,EU27,0.0612812982897401,0.924,0.96875,0.99,0.9417892546464952,0.6004,0.5025,0.9725,0.0275
1975,zinc,EU27,0.0612912463115326,0.924,0.96875,0.99,0.9417892546464952,0.6004,0.5025,0.9725,0.0275
1976,zinc,EU27,0.0612951910959306,0.924,0.96875,0.99,0.940969452668466,0.6004,0.5025,0.9725,0.0275
1977,zinc,EU27,0.061300223433975,0.924,0.96875,0.99,0.9407669578988334,0.6004,0.5025,0.9725,0.0275
1978,zinc,EU27,0.061312807894936,0.924,0.96875,0.99,0.9395819079915548,0.6004,0.5025,0.9725,0.0275
1979,zinc,EU27,0.0613291754208895,0.924,0.96875,0.99,0.9395819079915548,0.6004,0.5025,0.9725,0.0275
1980,zinc,EU27,0.0613455516878369,0.924,0.97625,0.99,0.9392328869199866,0.6004,0.5025,0.9725,0.0275
1981,zinc,EU27,0.0613581547686708,0.924,0.97625,0.99,0.938832701076176,0.6004,0.5025,0.9725,0.0275
1982,zinc,EU27,0.0613631974510914,0.924,0.97625,0.99,0.938696338713697,0.6004,0.5025,0.9725,0.0275
1983,zinc,EU27,0.0613702512156204,0.924,0.97625,0.99,0.938515678750459,0.6004,0.5025,0.9725,0.0275
1984,zinc,EU27,0.0613884499892738,0.924,0.97625,0.99,0.9382546802489417,0.6004,0.5025,0.9725,0.0275
1985,zinc,EU27,0.0614133515027614,0.924,0.97625,0.99,0.9382546802489417,0.6004,0.5025,0.9725,0.0275
1986,zinc,EU27,0.061440506009431,0.924,0.97625,0.99,0.938515678750459,0.6004,0.5025,0.9725,0.0275
1987,zinc,EU27,0.0614654497812473,0.924,0.97625,0.99,0.9385158216368948,0.6004,0.5025,0.9725,0.0275
1988,zinc,EU27,0.0614837050675767,0.924,0.97625,0.99,0.9386384999463496,0.6004,0.5025,0.9725,0.0275
1989,zinc,EU27,0.0614907865658647,0.924,0.97625,0.99,0.9386384999463496,0.6004,0.5025,0.9725,0.0275
1990,zinc,EU27,0.0615091044579838,0.924,0.97625,0.99,0.9386384999463496,0.6004,0.5025,0.9725,0.0275
1991,zinc,EU27,0.0615549469711874,0.924,0.97625,0.99,0.938181652042126,0.6004,0.5025,0.9725,0.0275
1992,zinc,EU27,0.061614644494542,0.924,0.97625,0.99,0.9367998180304632,0.6004,0.5025,0.9725,0.0275
1993,zinc,EU27,0.0616744579225991,0.924,0.97625,0.99,0.9367998180304632,0.6004,0.5025,0.9725,0.0275
1994,zinc,EU27,0.0616744579225991,0.924,0.97625,0.99,0.9367998180304632,0.6004,0.5025,0.9725,0.0275
1995,zinc,EU27,0.0616744579225991,0.924,0.97625,0.99,0.937216526958214,0.6004,0.5025,0.9725,0.0275
1996,zinc,EU27,0.0616714584243699,0.924,0.97625,0.99,0.9375532462316748,0.6004,0.5025,0.9725,0.0275
1997,zinc,EU27,0.0614979462091686,0.924,0.97625,0.99,0.9375532462316748,0.6004,0.5025,0.9725,0.0275
1998,zinc,EU27,0.0614979462091686,0.924,0.97625,0.99,0.9375532462316748,0.6004,0.5025,0.9725,0.0275
1999,zinc,EU27,0.0612622689732886,0.924,0.97625,0.99,0.9369023688233958,0.6004,0.5025,0.9725,0.0275
2000,zinc,EU27,0.0612622689732886,0.924,0.98125,0.99,0.9366410882293592,0.6004,0.5025,0.9725,0.0275
2001,zinc,EU27,0.0610075340133596,0.924,0.98125,0.99,0.9356587572566896,0.6004,0.5025,0.9725,0.0275
2002,zinc,EU27,0.0606070787970843,0.924,0.98125,0.99,0.9343747750268884,0.6004,0.5025,0.9725,0.0275
2003,zinc,EU27,0.0605077165064626,0.924,0.98125,0.99,0.9318148116422068,0.6004,0.5025,0.9725,0.0275
2004,zinc,EU27,0.0604222084727258,0.936,0.98125,0.99,0.9305044215653472,0.5956,0.5025,0.9725,0.0275
2005,zinc,EU27,0.0603114086715647,0.936,0.98125,0.99,0.9299597082335972,0.5956,0.5025,0.9725,0.0275
2006,zinc,EU27,0.060201014486985,0.936,0.98125,0.99,0.9292181901341992,0.5956,0.5025,0.9725,0.0275
2007,zinc,EU27,0.0601163704976641,0.936,0.98125,0.99,0.9291817221716286,0.5956,0.5025,0.9725,0.0275
2008,zinc,EU27,0.0600825795108389,0.936,0.98125,0.99,0.9291817221716286,0.5956,0.5025,0.9725,0.0275
2009,zinc,EU27,0.06006895397969,0.936,0.98125,0.99,0.9292181901341992,0.5956,0.5025,0.9725,0.0275
2010,zinc,EU27,0.0600349171739871,0.9504,0.98125,0.99,0.9298006623257212,0.58984,0.5025,0.9725,0.0275
2011,zinc,EU27,0.0599907269499785,0.9504,0.98125,0.99,0.9298006623257212,0.58984,0.5025,0.9725,0.0275
2012,zinc,EU27,0.0599466017327912,0.9504,0.98125,0.99,0.9298006623257212,0.58984,0.5025,0.9725,0.0275
2013,zinc,EU27,0.059912703403392,0.9504,0.98125,0.99,0.929192814528284,0.58984,0.5025,0.9725,0.0275
2014,zinc,EU27,0.0598991548036612,0.95018,0.98125,0.99,0.929192814528284,0.589928,0.5025,0.9725,0.0275
2015,zinc,EU27,0.0598878529766838,0.9488,0.98125,0.99,0.929192814528284,0.5904800000000001,0.5025,0.9725,0.0275
2016,zinc,EU27,0.0598593643206076,0.9488,0.98125,0.99,0.9310442091279428,0.5904800000000001,0.5025,0.9725,0.0275
2017,zinc,EU27,0.0598218142327891,0.946,0.98125,0.99,0.9310442091279428,0.5916000000000001,0.5025,0.9725,0.0275
2018,zinc,EU27,0.0598218142327891,0.944,0.98125,0.99,0.932265922879641,0.5924,0.5025,0.9725,0.0275
2019,zinc,EU27,0.0598218142327891,0.927,0.98125,0.99,0.9335249679765694,0.5992000000000001,0.5025,0.9725,0.0275
2020,zinc,EU27,0.0612437133425732,0.924,0.98125,0.99,0.9385847066700744,0.6004,0.5025,0.9725,0.0275
2021,zinc,EU27,0.0612437133425732,0.924,0.98125,0.99,0.9385847066700744,0.6004,0.5025,0.9725,0.0275
2022,zinc,EU27,0.0612437133425732,0.924,0.98125,0.99,0.9385847066700744,0.6004,0.5025,0.9725,0.0275
2023,zinc,EU27,0.0612437133425732,0.924,0.98125,0.99,0.9385847066700744,0.6004,0.5025,0.9725,0.0275
2024,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2025,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2026,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2027,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2028,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2029,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2030,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2031,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2032,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2033,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2034,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2035,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2036,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2037,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2038,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2039,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2040,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2041,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2042,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2043,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2044,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2045,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2046,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2047,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2048,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2049,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2050,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2051,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2052,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2053,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2054,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2055,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2056,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2057,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2058,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2059,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2060,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2061,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2062,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2063,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2064,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2065,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2066,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2067,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2068,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2069,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2070,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2071,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2072,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2073,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2074,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2075,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2076,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2077,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2078,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2079,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2080,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2081,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2082,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2083,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2084,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2085,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2086,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2087,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2088,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2089,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2090,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2091,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2092,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2093,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2094,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2095,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2096,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2097,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2098,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2099,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
2100,zinc,EU27,0.0612437133425732,0.84,0.97075,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1870,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1871,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1872,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1873,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1874,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1875,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1876,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1877,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1878,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1879,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1880,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1881,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1882,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1883,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1884,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1885,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1886,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1887,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1888,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1889,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1890,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1891,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1892,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1893,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1894,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1895,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1896,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1897,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1898,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1899,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1900,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1901,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1902,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1903,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1904,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1905,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1906,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1907,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1908,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1909,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1910,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1911,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1912,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1913,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1914,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1915,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1916,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1917,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1918,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1919,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1920,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1921,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
1922,zinc,RoW,0.0612437133425732,0.84,0.935,0.99,0.9385847066700744,0.6340000000000001,0.5025,0.9635,0.0364999999999999
